Taxa	Romay_GDD_DTS
MP420	1943.5883
MP462	1832.3376
MP717	2195.7949
MR01_(Araguito)_S6	NaN
MR02_(Assiniboine)	NaN
MR06_(Chapalote)_S6	2208.2058
MR09_(Cravo_Riogranense)_S6	1977.4668
MR11_(Cuban_Flint)_S6	1552.4398
MR13_(Hickory_King)	1740.3508
MR14_(Longfellow_Flint)	1248.5609
MR15_(Palomero_de_Jalisco)_S6	1430.2664
MR19_(Santo_Domingo)	1729.1634
MR20_(Shoe_Peg)	NaN
MR22_(Tuxpeno)_S6	NaN
MR23_(Zapalote_Chico)_S6	1663.9896
MR25_(Poropo)_S5	NaN
MR26_(Pollo)_S5	NaN
MS1334	1343.1037
MS153	1370.2779
MS71	1462.6144
Mo17	1539.228
Mo18W	2001.9424
Mo24W	1742.0619
Mo44	1647.275
Mo45	1586.2039
Mo46	1557.7425
Mo47	1459.3394
MoG	NaN
Mp04-97	1887.0292
Mp07-121	NaN
Mp07-153	NaN
Mp07-158	NaN
Mp339	1841.2397
Mt42	1269.094
N192	1443.451
N28Ht	1624.2677
N6	1568.5469
N7A	1583.5044
NC222	1764.9157
NC230	1664.4779
NC232	1629.441
NC236	1862.4367
NC238	1863.8564
NC250	1613.8027
NC258	1703.215
NC260	1554.579
NC262	1562.0271
NC264	1665.5795
NC290A	1631.7376
NC294	1683.9866
NC296	1851.9824
NC296A	1901.4421
NC298	1739.16
NC300	1873.93
NC302	1612.5487
NC304	1898.3896
NC306	1688.184
NC310	1571.944
NC314	1643.8844
NC318	1705.438
NC320	1782.5779
NC324	1705.2418
NC326	1658.3362
NC328	1536.8452
NC33	1976.0851
NC336	1911.6664
NC338	1642.052
NC340	1905.7686
NC342	1613.1931
NC344	1640.2716
NC346	1795.8651
NC348	1777.3169
NC350	1787.3565
NC352	1891.1388
NC354	1788.2173
NC356	1676.8594
NC358	1739.7329
NC360	1733.3544
NC362	1664.1869
NC364	1513.3829
NC366	1821.026
NC368	1654.9184
NC44	NaN
NC87	NaN
NC89	NaN
ND246	1329.5838
NSL117226	1489.6923
NSL15405	1293.1821
NSL174429	1625.9842
NSL197104	1364.8296
NSL197105	1720.2681
NSL197106	1844.9751
NSL22628	1647.3311
NSL22630	1640.6678
NSL22631	NaN
NSL22632	1816.5604
NSL22633	1883.2239
NSL22634	1751.8417
NSL22635	1626.3624
NSL22983	1645.7892
NSL22984	1526.8516
NSL242483	1742.6143
NSL243016	1497.5573
NSL246151	NaN
NSL250298	NaN
NSL250299	NaN
NSL28965	1510.7007
NSL28967	1439.224
NSL28968	1538.4411
NSL29282	1705.9939
NSL29284	1611.688
NSL29285	1620.1181
NSL29286	1507.3516
NSL29287	1732.9091
NSL29289	1428.55
NSL29303	1511.2456
NSL29304	1494.5318
NSL29305	1455.3642
NSL29314	1446.1966
NSL29316	1688.6073
NSL29317	1553.5778
NSL29319	1439.0351
NSL29898	1455.3165
NSL30046	1567.5053
NSL30054	NaN
NSL30055	1435.2692
NSL30056	1330.4994
NSL30060	1459.0663
NSL30063	1394.3899
NSL30064	1559.2418
NSL30065	1386.9735
NSL30066	1462.1922
NSL30067	1540.7036
NSL30068	NaN
NSL30070	1359.0908
NSL30071	1491.8151
NSL30072	NaN
NSL30073	1393.6484
NSL30074	1384.4389
NSL30835	1462.4669
NSL30861	1666.1843
NSL30862	1714.812
NSL30863	1535.8141
NSL30864	1561.3551
NSL30865	1535.4182
NSL30866	1631.8688
NSL30868	1693.6919
NSL30869	1264.4058
NSL30871	1633.8711
NSL30872	1548.4766
NSL30873	1558.051
NSL30874	1679.3571
NSL30875	1740.1635
NSL30876	1605.3034
NSL30877	1631.1792
NSL30878	1561.3377
NSL30879	1612.7504
NSL30883	1518.0119
NSL30884	1650.5291
NSL30885	1622.4758
NSL30888	1415.3147
NSL30889	1506.1342
NSL30890	1607.1026
NSL30895	1541.5713
NSL30896	1501.0558
NSL30898	1584.2067
NSL30901	1669.3054
NSL30902	1553.088
NSL30903	1544.9695
NSL30905	1775.1224
NSL30906	1662.7108
NSL30907	1536.7347
NSL30908	1588.8324
NSL30909	1652.0603
NSL30910	1568.9
NSL30911	1723.6647
NSL30912	1682.2248
NSL30913	1637.9343
NSL32718	1129.1014
NSL32719	NaN
NSL32720	NaN
NSL32721	NaN
NSL32722	1357.0981
NSL32723	1186.0319
NSL32725	NaN
NSL32726	1255.5475
NSL32727	1386.628
NSL32728	1233.53
NSL32729	1394.2785
NSL32730	1353.3574
NSL32731	1409.4392
NSL32732	1213.269
NSL32733	1291.0915
NSL32734	1557.2544
NSL32735	1406.5237
NSL32736	1454.2417
NSL32738	1375.7734
NSL32739	1193.0637
NSL34374	1399.9586
NSL42804	1514.5744
NSL42805	NaN
NSL42806	1507.463
NSL42807	1522.2343
NSL42808	1523.764
NSL42872	1374.1326
NSL42873	1381.3437
NSL42874	1255.4229
NSL42875	1375.121
NSL42877	1327.3602
NSL42878	1263.0667
NSL43597	1886.9948
NSL437871	1802.1569
NSL437877	1668.2978
NSL437878	1698.0822
NSL437879	1904.1
NSL437882	1995.4301
NSL437884	NaN
NSL437890	1715.0115
NSL437891	1738.5374
NSL437893	1453.4253
NSL437895	1996.4462
NSL437896	1766.9027
NSL437897	1683.818
NSL437899	1838.8284
NSL437903	1428.6925
NSL437905	1622.6634
NSL437907	1489.539
NSL437908	1652.432
NSL437909	1590.9792
NSL437910	1573.5431
NSL437913	1630.7529
NSL437914	1651.9928
NSL437915	1691.8835
NSL437920	1665.3144
NSL437923	1542.3833
NSL437925	1598.0791
NSL437928	1716.4842
NSL437929	1736.6536
NSL437930	1546.4037
NSL437931	1570.5047
NSL437932	1619.5696
NSL437933	1573.3869
NSL437934	1633.9701
NSL437935	1595.3504
NSL437936	1730.1937
NSL437937	1997.2528
NSL437939	1615.3167
NSL437940	1710.7559
NSL437943	1933.8739
NSL437945	2358.3951
NSL437946	1841.3041
NSL437947	1767.9506
NSL437948	2041.0918
NSL437950	2100.499
NSL437952	1678.5874
NSL437956	2107.5044
NSL437959	1623.9822
NSL437960	1661.9323
NSL437962	1542.3136
NSL437964	1739.9057
NSL437966	1712.22
NSL437967	1503.7825
NSL437968	1673.0893
NSL437971	1655.7805
NSL437972	1712.4648
NSL437973	1751.5019
NSL437976	1593.3343
NSL437979	1599.3922
NSL437980	1660.9649
NSL437981	1667.3497
NSL437982	1637.8008
NSL437983	1639.6418
NSL437987	1668.1187
NSL437988	1639.5736
NSL437989	1755.7892
NSL437990	1711.5337
NSL437992	1604.0737
NSL437993	1640.9546
NSL437994	1620.3199
NSL437995	1687.6187
NSL437996	1621.5117
NSL437998	1863.7841
NSL438002	1742.9203
NSL438005	1739.9667
NSL438007	1671.4753
NSL438008	1719.5074
NSL438009	1663.1684
NSL438010	1651.7003
NSL438013	1731.4067
NSL438019	1510.8473
NSL438021	1588.7123
NSL438022	1581.7976
NSL438023	1666.4923
NSL438029	1639.042
NSL438030	1655.8423
NSL438031	1619.6448
NSL438032	1698.9379
NSL438033	1523.5049
NSL438034	1595.8396
NSL438036	1588.0546
NSL438037	1819.8776
NSL438038	1925.0543
NSL438039	1822.8209
NSL438040	1804.9094
NSL438041	1764.1128
NSL438042	1699.6461
NSL438043	1694.0236
NSL52605	NaN
NSL53081	NaN
NSL53082	NaN
NSL53096	NaN
NSL65862	NaN
NSL65863	1624.8848
NSL65864	1365.5424
NSL65866	1616.0232
NSL65868	1580.7967
NSL65869	NaN
NSL65872	1585.6982
NSL67786	1743.263
NSL67788	1748.6065
NSL67789	1706.5901
NSL67790	1654.1345
NSL67792	1640.826
NSL67793	1797.1653
NSL67796	1822.8912
NSL67797	1700.0868
NSL67798	1615.3747
NSL67799	1762.8703
NSL68211	1516.8979
NSL68245	NaN
NSL75970	1659.0195
NSL75971	1622.731
NSL75976	1627.3839
NSL75977	1529.5878
NSL75980	1525.4671
NSL81595	1495.3173
NSL81596	1505.5016
NSL81597	1472.1265
NSL81598	1535.8203
NSL81600	1587.3668
NSL8579	1753.8311
NSL8581	1902.2547
NSL8582	NaN
NSL8583	1434.7225
NSL91618	NaN
NY6371	NaN
OH7B	1738.8069
Oh40B	1532.2791
Oh43	1479.6358
Oh43E	1448.9657
Oh603	1560.9221
Os420	1543.9767
P39	1384.3031
PI186182	1619.6052
PI186183	1612.3075
PI186184	1580.5523
PI186185	1633.2688
PI186187	1493.4252
PI186188	1629.8731
PI186190	NaN
PI186191	NaN
PI186192	1464.2548
PI186193	1445.0039
PI186195	1684.5513
PI186196	1698.5353
PI186197	1745.3635
PI186198	1609.7988
PI186199	1693.6994
PI186215	1623.1412
PI186216	NaN
PI186217	1604.3381
PI186218	1509.2579
PI186219	1431.6696
PI186220	1621.3389
PI186221	1646.0189
PI186223	1436.3664
PI186224	1559.7291
PI186226	NaN
PI186227	1622.695
PI186228	1474.4749
PI186229	1625.0228
PI186230	1525.5992
PI186231	1539.7256
PI198888	1676.1174
PI198889	1828.0201
PI198890	1600.6805
PI198892	1458.8206
PI198893	1609.6873
PI198894	1427.7934
PI198895	1608.7587
PI198896	1784.0051
PI198897	1532.7933
PI198901	1417.6868
PI198902	NaN
PI198903	NaN
PI198904	1736.2314
PI198905	NaN
PI198906	1695.397
PI200179	1431.7285
PI200180	1469.1258
PI200181	1410.6246
PI200182	1542.1533
PI200184	1501.179
PI200185	1555.0467
PI200187	1369.448
PI200188	1382.6017
PI200189	1605.6445
PI200191	1431.0548
PI200192	1546.9359
PI200193	1541.7164
PI200194	1417.7949
PI200195	1426.4922
PI200196	1514.4463
PI221733	NaN
PI221734	1663.5306
PI221735	1625.0278
PI221736	1646.7066
PI221737	1706.8398
PI221738	NaN
PI221739	NaN
PI221741	1580.1258
PI221743	1470.8869
PI221747	1567.3703
PI221749	NaN
PI221750	1404.3157
PI221773	1725.4363
PI221775	1727.1765
PI221785	1478.2801
PI221788	1741.9374
PI221789	1708.004
PI221790	NaN
PI221794	1749.5974
PI221797	2169.0126
PI221804	NaN
PI221805	1368.4868
PI221806	NaN
PI221811	1581.5554
PI221813	NaN
PI221817	1607.5079
PI221820	1596.1766
PI221821	1849.1176
PI221822	1683.1205
PI233312	1304.3404
PI233313	1226.0301
PI233314	1147.4784
PI233315	1388.7971
PI233316	1225.4349
PI233317	1232.932
PI233318	1174.0006
PI233319	1193.1166
PI233320	1377.7469
PI233321	1236.5785
PI233322	1260.4072
PI233323	1350.909
PI236997	1316.8451
PI257506	1138.2056
PI257507	1203.5362
PI257508	1301.2269
PI257511	1318.5322
PI257512	1318.4539
PI257513	1352.2059
PI257514	1303.8352
PI257515	1369.1109
PI257516	1451.2751
PI257517	1494.7677
PI267164	1467.5854
PI267165	1413.9907
PI267166	1479.6075
PI267167	1514.823
PI267168	1406.7392
PI267169	1352.8033
PI267170	1390.9191
PI267171	1512.6692
PI270297	1794.4484
PI303924	1267.4828
PI303925	1310.4771
PI303926	1393.6271
PI303927	NaN
PI303928	1681.4715
PI303929	1474.2992
PI303930	1418.8527
PI303932	1447.8633
PI303933	1426.0064
PI303935	1311.4743
PI303936	1492.8154
PI303937	1728.3995
PI303938	1302.6757
PI303939	1485.828
PI303940	1461.828
PI303941	1597.2074
PI303942	1685.243
PI303943	1678.4635
PI303944	1861.8583
PI340812	1444.7834
PI340813	1558.0231
PI340817	1163.3958
PI340818	1102.7924
PI340819	1095.5661
PI340820	1273.0746
PI340821	1144.7803
PI340822	1101.4596
PI340823	1134.2917
PI340824	1209.2285
PI340825	1224.5773
PI340826	1358.0556
PI340827	1472.3886
PI340829	1348.7838
PI340830	1461.755
PI340835	NaN
PI340836	1508.2319
PI340837	NaN
PI340838	1634.9319
PI340839	1588.0595
PI340841	1581.4671
PI340842	1747.323
PI340843	NaN
PI340844	1563.3922
PI340845	NaN
PI340846	1552.3595
PI340847	1561.5689
PI340850	1634.4768
PI340851	1351.0282
PI340853	1470.2897
PI340854	1536.457
PI340855	1486.3511
PI340856	1478.7496
PI340857	1427.805
PI340858	1569.4073
PI340859	1456.2142
PI340860	1554.9048
PI340861	1574.4188
PI340862	1433.0962
PI340863	1494.1569
PI340865	1327.2384
PI340866	1374.3865
PI340867	NaN
PI340868	1473.1533
PI340869	1743.5574
PI340870	1774.968
PI340871	1823.6878
PI340872	1693.9495
PI340873	1700.777
PI340874	1646.5618
PI340875	1605.7716
PI340876	1465.4486
PI340877	NaN
PI340878	1658.634
PI343952	NaN
PI343953	1270.1361
PI358521	1634.9465
PI358522	1670.7689
PI358523	1554.9407
PI358524	1626.4051
PI358525	1495.6755
PI358526	NaN
PI358527	1338.4092
PI358528	1510.7944
PI358529	1441.6927
PI358530	1483.3172
PI358531	1379.3521
PI358532	1501.3336
PI358533	1328.4646
PI358534	1425.8313
PI358535	1470.7054
PI358536	1470.265
PI358537	1502.2664
PI358538	1463.3689
PI358539	1409.0976
PI369437	1316.0233
PI369438	1402.8622
PI369439	1102.0941
PI369442	1426.1859
PI369443	1292.5994
PI369446	1208.0725
PI391414	1584.3469
PI391415	NaN
PI391416	2019.7166
PI391660	1471.2785
PI391662	1494.2416
PI391663	1546.444
PI391665	1468.568
PI391666	1396.694
PI391667	NaN
PI391670	1445.9827
PI391672	1247.1322
PI391676	1615.8762
PI391678	1466.2557
PI391679	NaN
PI391680	1472.8129
PI391682	1419.2144
PI405705	1312.1048
PI405706	1296.9668
PI405707	1354.1266
PI405709	1405.591
PI405711	1306.9195
PI405712	1477.9796
PI405713	1398.33
PI405714	1441.7315
PI406106	1481.6228
PI406107	1544.1438
PI406108	1641.8784
PI406109	1813.7061
PI406110	NaN
PI406113	1817.873
PI406115	NaN
PI406116	1752.9719
PI406117	NaN
PI406118	1696.083
PI406119	1707.0121
PI406120	1677.0378
PI406122	1702.1883
PI406123	1713.0409
PI406124	2003.0819
PI406125	1666.1498
PI406126	1689.9867
PI406127	NaN
PI406128	1525.6204
PI406129	1846.5037
PI406130	1831.1114
PI415077	1181.637
PI415078	1263.4241
PI415079	1106.8486
PI415080	1297.8976
PI415081	1322.3956
PI415082	1309.0503
PI415083	1300.5831
PI415084	1198.5924
PI415085	NaN
PI415086	1496.2658
PI415087	1498.8938
PI415088	1470.6925
PI415089	1361.9317
PI415090	1215.0666
PI415091	1275.9151
PI427109	1498.2901
PI427111	1396.8644
PI433485	1400.6851
PI433486	1202.2155
PI433487	1151.2779
PI433488	1152.9559
PI452250	1712.475
PI459078	1729.7632
PI459080	1564.0474
PI459082	1291.6478
PI506243	2032.8102
PI506244	NaN
PI506245	2207.272
PI506249	1997.3088
PI506250	2151.0378
PI506251	2001.5388
PI506252	1567.7549
PI506254	1757.3163
PI506256	1912.5937
PI506257	NaN
PI506258	1755.5587
PI506411	1395.9295
PI506412	1294.4371
PI506413	1503.1844
PI508277	1542.1247
PI509045	1589.641
PI509046	NaN
PI509542	1548.8124
PI510674	1333.9262
PI511309	1518.8108
PI511310	1528.4286
PI511311	1522.6169
PI511313	1623.4809
PI511315	1843.3625
PI511317	1914.9027
PI511318	1638.9444
PI511804	1674.704
PI511805	1709.8611
PI517968	1412.4181
PI517971	1485.8272
PI517972	1560.3726
PI517973	1737.8653
PI518660	1339.9397
PI520770	1381.2027
PI520771	1659.8535
PI520772	1464.3174
PI522250	1214.4126
PI522252	1280.6946
PI524970	1446.7992
PI527699	1671.5767
PI527700	1516.4508
PI531081	1474.1168
PI531082	1449.0085
PI531083	1666.6811
PI531509	1602.9936
PI531510	1676.1577
PI531511	1653.9738
PI533658	1434.4311
PI533659	1487.8703
PI535900	1109.9254
PI535901	1197.0853
PI535906	1199.7542
PI535913	1258.9251
PI535914	1245.077
PI535916	1381.1602
PI535917	1252.4582
PI535919	1145.3407
PI535920	1253.3809
PI535921	1225.4866
PI535923	1342.0609
PI535924	1190.1955
PI535925	1195.6194
PI535926	1075.0502
PI535927	1114.8577
PI536520	1887.584
PI537097	1572.1222
PI537099	1466.4708
PI538007	1435.6485
PI538008	NaN
PI538009	1465.287
PI538010	NaN
PI538011	1464.0709
PI538229	1484.5365
PI538231	1555.166
PI538235	1337.9024
PI538236	1359.6165
PI538237	1420.0278
PI538238	1288.8915
PI538239	1447.5767
PI538242	1406.5506
PI538244	1508.1011
PI539859	2031.8266
PI539870	1495.1119
PI539871	1488.6404
PI539872	1627.0007
PI539920	1276.2137
PI539921	1280.0807
PI539922	1569.0439
PI539923	1622.8556
PI539924	1389.9982
PI539925	NaN
PI539926	1588.9905
PI539927	1573.739
PI539930	1262.3353
PI540312	1906.556
PI540741	2484.0039
PI540742	2128.472
PI540743	1915.2315
PI540744	1915.2049
PI540746	2111.0397
PI540748	2236.086
PI540749	1796.0239
PI540750	2168.4407
PI540751	1775.6217
PI542715	1595.5183
PI542716	1560.3006
PI542776	1563.6273
PI542777	1728.4899
PI542778	1705.7377
PI542941	NaN
PI542942	NaN
PI542943	NaN
PI542944	NaN
PI542946	NaN
PI542947	NaN
PI542948	1921.8349
PI542952	1856.6249
PI542953	1743.3489
PI542955	1769.1607
PI542956	1753.15
PI542957	1694.8907
PI542958	1766.0123
PI542959	1708.5157
PI543008	1832.4346
PI543840	NaN
PI543843	NaN
PI543846	NaN
PI543847	NaN
PI543849	NaN
PI543850	NaN
PI544065	NaN
PI546482	NaN
PI546483	NaN
PI546484	NaN
PI546485	NaN
PI546494	1307.3469
PI547086	1575.692
PI547087	NaN
PI547088	1544.0368
PI547089	NaN
PI547090	NaN
PI547107	NaN
PI548783	1655.2257
PI548788	2026.0811
PI548789	NaN
PI548790	NaN
PI548792	1908.237
PI548794	1320.7882
PI548798	NaN
PI548799	NaN
PI548800	NaN
PI548801	NaN
PI548802	NaN
PI548804	NaN
PI548805	NaN
PI548808	NaN
PI548830	NaN
PI548839	NaN
PI550442	1532.4887
PI550443	1812.9923
PI550455	1614.3632
PI550456	NaN
PI550462	1604.1105
PI550463	1552.7085
PI550464	1494.8939
PI550466	1555.1069
PI550468	1662.5599
PI550470	1711.0467
PI550471	1952.3375
PI550489	1312.5777
PI550491	1373.6516
PI550492	1295.9517
PI550496	1668.7154
PI550497	1635.7554
PI550503	1413.0001
PI550504	1239.8745
PI550514	NaN
PI550515	NaN
PI550516	1781.1551
PI550517	1708.6562
PI550519	1803.7152
PI550520	1765.3064
PI550521	1572.5133
PI550526	1657.758
PI550527	1626.353
PI550530	1266.0092
PI550531	1223.4734
PI550532	1291.6449
PI550534	1890.5167
PI550540	1256.014
PI550541	1387.4505
PI550542	1288.6638
PI550546	1823.6293
PI550547	1926.6884
PI550548	1891.1345
PI550552	1294.608
PI550553	1093.5115
PI550554	1249.4676
PI550556	1629.0896
PI550559	1860.9514
PI550561	1321.7975
PI550565	1386.2027
PI550567	1362.4298
PI550568	1394.8689
PI550571	1370.8959
PI550573	1303.092
PI550574	1879.8489
PI550695	NaN
PI550900	2397.4249
PI550901	2242.4828
PI550902	2183.621
PI550903	2010.6232
PI550904	2359.2465
PI550905	2220.9225
PI550906	2236.7918
PI550907	1958.635
PI550908	2238.3229
PI550909	1750.2212
PI550911	1913.7568
PI550913	1859.535
PI550916	2300.4285
PI550917	1887.496
PI550918	1938.0179
PI550919	NaN
PI550920	2079.9529
PI550922	2101.542
PI550923	1987.0281
PI550924	1960.664
PI550925	2171.9045
PI552815	NaN
PI553054	1385.1741
PI553055	1254.3902
PI553056	1432.3167
PI553057	1480.806
PI553058	1473.443
PI553059	1611.8481
PI553060	1566.0675
PI553061	1448.724
PI553062	1389.1048
PI553063	1576.7206
PI553064	1732.7021
PI554612	NaN
PI554615	NaN
PI554616	NaN
PI555650	NaN
PI555651	NaN
PI555660	NaN
PI558516	1708.7473
PI558517	1783.6382
PI558518	1638.8402
PI558521	1627.7341
PI558522	1738.6809
PI558523	1965.02
PI558524	1802.1505
PI558525	1865.0723
PI558526	1793.9785
PI558527	1703.048
PI558528	1686.2924
PI558529	1838.0694
PI558530	1852.6495
PI558531	1730.3414
PI558533	2015.9595
PI558534	2102.5458
PI559375	NaN
PI559380	NaN
PI559381	NaN
PI559382	NaN
PI559383	NaN
PI559916	NaN
PI559917	NaN
PI559918	1511.9325
PI559919	NaN
PI559920	NaN
PI559921	NaN
PI559935	NaN
PI559944	NaN
PI559945	NaN
PI559946	NaN
PI559949	NaN
PI559952	NaN
PI559953	NaN
PI559954	NaN
PI560074	1597.9169
PI560075	1588.6173
PI560081	1553.1341
PI560082	1642.6149
PI560316	NaN
PI561515	1810.4866
PI561516	1795.9766
PI561517	1748.661
PI561518	1856.5532
PI561520	1886.2798
PI561521	NaN
PI561522	1774.072
PI561523	1783.8539
PI561525	1789.0692
PI561526	1750.478
PI561527	1679.2616
PI561528	1884.2067
PI561529	1803.7324
PI561531	NaN
PI561532	1866.1391
PI561533	1664.9475
PI561534	NaN
PI561535	1850.2868
PI561537	1742.7837
PI561565	1643.4226
PI561601	1985.7486
PI561602	2109.175
PI561603	1982.338
PI561604	1862.4938
PI561605	2126.5633
PI561606	2029.7536
PI561607	2033.6576
PI561609	1969.7689
PI561610	2148.2538
PI561613	1905.3464
PI561614	1980.0335
PI561618	2162.2044
PI561694	1485.1443
PI561695	1587.6287
PI564683	NaN
PI564716	1794.5002
PI564717	1605.3048
PI564852	1755.0203
PI567792	1492.5516
PI567793	1487.076
PI567794	1442.3184
PI568158	1547.8948
PI568159	1612.8998
PI568160	1626.8389
PI572413	1580.1428
PI583774	1494.0051
PI583846	1467.8819
PI583847	1559.6997
PI584528	1610.9893
PI584529	1493.2392
PI586935	1903.0316
PI587125	1369.0046
PI587126	1179.5955
PI587145	1745.2019
PI587146	1718.0333
PI587153	1411.4245
PI587155	1365.8737
PI591014	NaN
PI591015	NaN
PI591017	1773.8567
PI591022	NaN
PI592733	1689.7235
PI592735	1648.2768
PI592741	1576.5437
PI593007	1689.1623
PI593008	1795.5317
PI593010	1828.629
PI593011	NaN
PI593012	1781.0396
PI593013	1739.619
PI593014	1571.0572
PI593015	2012.2261
PI593017	1719.7097
PI593019	NaN
PI593460	1425.452
PI594045	1555.4965
PI594049	1529.9506
PI594050	1503.9059
PI594051	1567.1898
PI594052	1618.0107
PI594053	1635.3618
PI594054	1524.8194
PI594055	1584.9978
PI594056	1557.6603
PI594057	1572.5612
PI594058	1554.1851
PI594059	1522.7986
PI594060	1657.7485
PI594061	1638.9978
PI594062	1562.0031
PI594063	1669.9141
PI594064	1734.079
PI594065	1547.3646
PI594066	1556.1527
PI594067	1563.7295
PI594068	1601.6112
PI594069	1510.1162
PI594070	1491.1194
PI594071	1519.3512
PI594072	1561.7252
PI594073	1589.2092
PI594074	1560.7371
PI594075	1687.8331
PI594076	1640.4475
PI594077	1544.4685
PI594078	1551.3913
PI594079	1505.3508
PI594080	1548.6804
PI594081	1670.0048
PI594082	1576.1376
PI594083	1628.7944
PI594084	1583.0588
PI594085	1642.5251
PI594086	1579.4452
PI594087	1606.9486
PI594088	1557.0885
PI594089	1530.5739
PI594090	1610.1718
PI594091	1640.4871
PI595366	1596.9844
PI595367	1706.0763
PI595527	2169.5014
PI595528	NaN
PI595529	2112.4495
PI595530	NaN
PI595531	2408.5178
PI595532	1976.0631
PI595533	1953.5697
PI595535	NaN
PI595536	2461.4795
PI595537	NaN
PI595538	2095.3436
PI595539	2659.5884
PI595540	2577.5402
PI595543	2322.8916
PI595545	2810.938
PI595546	NaN
PI595547	2290.8268
PI595548	2271.2927
PI595549	2094.1931
PI595551	NaN
PI595552	2316.4115
PI595553	2034.2481
PI595554	2188.0031
PI595555	2645.7033
PI595556	1989.2334
PI595557	2162.5739
PI595558	1898.4474
PI595559	NaN
PI595560	2129.9152
PI595562	NaN
PI595563	NaN
PI595564	2233.2479
PI595566	2256.0941
PI595567	1707.0438
PI595568	1831.118
PI595569	1671.151
PI595570	2180.9885
PI595571	2524.4723
PI595616	1252.2779
PI596354	1683.8992
PI596355	1536.6982
PI596356	1628.9215
PI596357	1685.2327
PI596499	1480.076
PI596500	1543.8544
PI596501	1544.7811
PI596502	1494.5135
PI596503	1460.3875
PI596504	1378.7934
PI596505	1520.2531
PI596506	1494.7405
PI596627	1754.168
PI596628	1852.6881
PI596629	1575.9562
PI597578	1509.4793
PI597925	1530.9556
PI597926	1476.7843
PI600729	1545.5424
PI600751	1547.3445
PI600755	1525.1589
PI600772	1507.0982
PI600791	1504.5007
PI600944	1501.1752
PI600954	1528.2147
PI600955	1606.3671
PI600956	1568.2959
PI600957	1551.5957
PI600958	1454.8703
PI600959	1399.9703
PI600981	1632.1861
PI601003	1081.4517
PI601004	1466.4729
PI601005	1415.856
PI601006	1464.2974
PI601007	1460.9255
PI601008	1591.9253
PI601009	1477.6537
PI601026	1372.1041
PI601037	1495.5736
PI601079	1612.5843
PI601080	1303.9821
PI601150	1462.8694
PI601159	1655.4442
PI601170	1440.2844
PI601171	1566.7724
PI601172	1640.3146
PI601190	1435.9444
PI601191	1504.5716
PI601208	1458.3769
PI601209	1428.7803
PI601210	1480.492
PI601211	1541.9067
PI601229	1473.2836
PI601230	1729.1731
PI601269	1510.302
PI601270	1427.2608
PI601300	1461.8452
PI601301	1587.7183
PI601316	1411.8094
PI601317	1437.7773
PI601318	1371.8616
PI601319	1407.0844
PI601320	1626.0052
PI601321	1299.5642
PI601322	1482.6977
PI601323	1886.1978
PI601324	1830.9432
PI601329	1746.2586
PI601331	1740.1546
PI601332	1792.6796
PI601360	1303.7444
PI601361	1473.5349
PI601362	1458.9957
PI601374	1439.9524
PI601375	1411.1703
PI601376	1188.0984
PI601377	1436.5176
PI601378	1432.1233
PI601402	1410.3933
PI601403	1584.2338
PI601404	1629.8759
PI601405	1397.2169
PI601416	1319.1198
PI601417	1539.0088
PI601430	1347.4438
PI601438	1567.576
PI601439	1505.3837
PI601440	1631.9904
PI601441	1520.7669
PI601442	1587.8634
PI601457	1330.1413
PI601458	1420.8709
PI601459	1469.7625
PI601466	1481.5385
PI601467	1169.9249
PI601468	1553.6905
PI601469	1270.6668
PI601470	1599.7473
PI601489	1603.2128
PI601490	1786.2541
PI601491	1482.1041
PI601492	1516.3662
PI601493	1317.4721
PI601494	1602.1344
PI601495	1511.336
PI601496	1357.9035
PI601497	1441.1336
PI601498	1583.6286
PI601499	1462.2343
PI601500	1647.8286
PI601501	1592.7488
PI601502	1627.9004
PI601558	1513.2076
PI601559	1478.1915
PI601560	1490.0928
PI601561	1550.3409
PI601562	1472.3877
PI601563	1546.7728
PI601564	1627.1233
PI601565	1451.9336
PI601566	1442.7753
PI601567	1497.3724
PI601568	1599.3822
PI601569	1743.3268
PI601570	1437.8909
PI601571	1654.2049
PI601572	1435.276
PI601573	1593.9235
PI601574	1563.7429
PI601575	1535.3472
PI601576	1565.7806
PI601583	1412.1299
PI601584	1461.4964
PI601610	1421.1953
PI601611	1385.7799
PI601612	1600.2369
PI601658	NaN
PI601683	1404.7611
PI601684	1680.5643
PI601685	1633.2383
PI601686	1537.5492
PI601689	1584.3749
PI601724	1611.7234
PI601725	1517.2101
PI601726	1368.6843
PI601727	1394.1902
PI601728	1397.8754
PI601729	1649.3289
PI601745	1535.7971
PI601773	1578.2114
PI601774	1518.8314
PI601775	1623.7768
PI601776	1274.138
PI601777	1587.347
PI601778	1532.704
PI601779	1715.84
PI601780	1457.3874
PI601781	1321.1791
PI601782	1514.9847
PI601783	1566.27
PI601784	1452.576
PI601785	1672.9209
PI601786	1569.5927
PI601787	1688.1913
PI601788	1599.1933
PI601789	1381.1317
PI601790	1369.7074
PI601791	1437.3136
PI601792	1451.8164
PI601808	1476.6603
PI603939	1564.0482
PI604605	1528.0572
PI604606	1659.8969
PI606330	NaN
PI606769	1521.9102
PI607381	1681.6811
PI607382	1526.8674
PI607383	1527.3746
PI607384	1546.4683
PI607519	1239.8212
PI607522	1275.1791
PI607523	1517.5343
PI607524	1431.623
PI607525	1387.0542
PI607527	1435.1186
